,score
9458,0.41
9459,0.41
9460,0.83
9461,0.82
9462,0.82
9463,0.83
9464,0.83
9465,0.84
9466,0.84
9467,0.84
9468,0.84
9469,0.83
9470,0.41
9471,0.83
9472,0.82
9473,0.83
9474,0.41
9475,0.83
9476,0.83
9477,0.83
9478,0.83
9479,0.41
9480,0.41
9481,0.85
9482,0.82
9483,0.42
9484,0.42
9485,0.79
9486,0.79
9487,0.79
9488,0.79
9489,0.79
9490,0.79
9491,0.42
9492,0.42
9493,0.79
9494,0.79
9495,0.79
9496,0.79
9497,0.79
9498,0.79
9499,0.79
9500,0.79
9501,0.42
9502,0.42
9503,0.79
9504,0.79
9505,0.79
9506,0.79
9507,0.42
9508,0.79
9509,0.79
9510,0.42
9511,0.79
9512,0.79
9513,0.79
9514,0.42
9515,0.79
9516,0.78
9517,0.78
9518,0.78
9519,0.43
9520,0.78
9521,0.43
9522,0.78
9523,0.78
9524,0.78
9525,0.78
9526,0.43
9527,0.78
9528,0.43
9529,0.77
9530,0.78
9531,0.79
9532,0.42
9533,0.79
9534,0.78
9535,0.43
9536,0.78
9537,0.78
9538,0.43
9539,0.78
9540,0.78
9541,0.78
9542,0.43
9543,0.78
9544,0.78
9545,0.78
9546,0.43
9547,0.79
9548,0.42
9549,0.8
9550,0.42
9551,0.42
9552,0.8
9553,0.8
9554,0.8
9555,0.8
9556,0.8
9557,0.8
9558,0.42
9559,0.8
9560,0.8
9561,0.42
9562,0.8
9563,0.81
9564,0.8
9565,0.81
9566,0.81
9567,0.42
9568,0.82
9569,0.82
9570,0.82
9571,0.42
9572,0.81
9573,0.81
9574,0.42
9575,0.81
9576,0.81
9577,0.81
9578,0.81
9579,0.42
9580,0.42
9581,0.8
9582,0.79
9583,0.79
9584,0.79
9585,0.79
9586,0.42
9587,0.79
9588,0.42
9589,0.79
9590,0.79
9591,0.79
9592,0.79
9593,0.79
9594,1.0
9595,0.79
9596,0.42
9597,0.79
9598,0.42
9599,0.42
9600,0.8
9601,0.42
9602,0.8
9603,0.8
9604,0.42
9605,0.8
9606,0.8
9607,0.42
9608,0.42
9609,0.8
9610,0.42
9611,0.79
9612,0.79
9613,0.79
9614,1.0
9615,0.79
9616,0.8
9617,1.27
9618,0.43
9619,0.13
9620,0.13
9621,0.13
9622,0.63
9623,0.3
9624,0.13
9625,0.63
9626,0.3
9627,0.3
9628,0.13
9629,0.13
9630,0.3
9631,0.13
9632,0.13
9633,0.63
9634,0.64
9635,0.13
9636,0.3
9637,0.63
9638,0.3
9639,0.63
9640,0.63
9641,0.3
9642,0.3
9643,0.12
9644,0.3
9645,0.12
9646,0.12
9647,0.63
9648,0.12
9649,1.0
9650,0.12
9651,0.3
9652,0.63
9653,0.3
9654,0.12
9655,0.13
9656,0.12
9657,0.29
9658,0.29
9659,0.13
9660,0.28
9661,0.13
9662,0.64
9663,0.28
9664,0.13
9665,0.64
9666,0.64
9667,0.13
9668,0.28
9669,0.13
9670,1.0
9671,0.28
9672,0.64
9673,0.13
9674,0.28
9675,0.13
9676,0.13
9677,0.13
9678,0.13
9679,0.28
9680,0.13
9681,0.29
9682,0.13
9683,0.64
9684,0.64
9685,0.13
9686,0.29
9687,0.13
9688,0.29
9689,0.13
9690,0.13
9691,0.29
9692,0.64
9693,0.29
9694,0.28
9695,0.64
9696,0.13
9697,0.13
9698,0.13
9699,0.64
9700,0.13
9701,0.12
9702,0.63
9703,0.62
9704,0.11
9705,0.31
9706,0.62
9707,0.62
9708,0.11
9709,0.11
9710,0.11
9711,0.31
9712,0.62
9713,0.31
9714,0.31
9715,0.11
9716,0.12
9717,0.12
9718,0.11
9719,0.11
9720,0.31
9721,0.62
9722,0.11
9723,0.32
9724,0.11
9725,0.11
9726,0.32
9727,0.32
9728,0.11
9729,0.62
9730,0.11
9731,0.62
9732,0.32
9733,0.11
9734,0.32
9735,0.31
9736,0.11
9737,0.11
9738,0.31
9739,0.11
9740,0.62
9741,0.12
9742,0.31
9743,0.12
9744,0.62
9745,0.3
9746,0.3
9747,0.62
9748,0.12
9749,0.3
9750,0.12
9751,0.12
9752,0.63
9753,0.12
9754,0.3
9755,0.3
9756,0.12
9757,0.12
9758,0.3
9759,0.63
9760,0.12
9761,0.3
9762,0.3
9763,0.12
9764,0.12
9765,0.13
9766,0.12
9767,0.12
9768,1.0
9769,0.31
9770,0.12
9771,0.31
9772,0.62
9773,0.12
9774,0.62
9775,1.0
9776,0.31
9777,0.12
9778,0.12
9779,0.12
9780,0.3
9781,0.12
9782,0.12
9783,1.0
9784,0.3
9785,0.62
9786,0.13
9787,0.13
9788,0.13
9789,0.66
9790,0.24
9791,0.13
9792,0.24
9793,0.24
9794,0.66
9795,0.13
9796,0.24
9797,0.13
9798,0.66
9799,0.13
9800,0.13
9801,0.13
9802,0.13
9803,0.23
9804,0.66
9805,0.13
9806,1.0
9807,0.24
9808,0.13
9809,0.24
9810,0.13
9811,0.25
9812,0.13
9813,0.25
9814,0.13
9815,0.13
9816,0.25
9817,0.13
9818,0.25
9819,0.13
9820,0.13
9821,0.66
9822,0.66
9823,0.66
9824,0.13
9825,0.13
9826,0.66
9827,0.13
9828,0.25
9829,0.66
9830,0.23
9831,0.66
9832,0.23
9833,0.14
9834,0.14
9835,0.14
9836,0.14
9837,0.66
9838,0.14
9839,0.23
9840,0.14
9841,0.66
9842,0.23
9843,0.14
9844,0.67
9845,0.23
9846,0.22
9847,0.14
9848,0.23
9849,0.14
9850,0.14
9851,0.23
9852,0.13
9853,0.23
9854,0.23
9855,0.23
9856,0.13
9857,0.66
9858,0.13
9859,0.13
9860,1.0
9861,0.66
9862,1.0
9863,0.13
9864,0.13
9865,0.13
9866,0.23
9867,0.23
9868,0.23
9869,0.23
9870,0.66
9871,0.66
9872,0.13
9873,0.13
9874,0.25
9875,0.27
9876,0.27
9877,0.13
9878,0.13
9879,0.13
9880,0.27
9881,0.65
9882,0.13
9883,0.27
9884,0.13
9885,0.27
9886,0.65
9887,0.13
9888,0.27
9889,0.13
9890,0.13
9891,0.13
9892,0.13
9893,0.65
9894,0.65
9895,0.13
9896,0.13
9897,0.27
9898,0.27
9899,0.27
9900,0.64
9901,0.27
9902,0.27
9903,0.64
9904,0.65
9905,0.13
9906,0.13
9907,0.13
9908,0.13
9909,0.27
9910,0.65
9911,0.13
9912,0.65
9913,0.65
9914,0.13
9915,0.27
9916,0.26
9917,1.0
9918,0.26
9919,0.66
9920,0.13
9921,0.13
9922,0.13
9923,0.66
9924,0.13
9925,0.66
9926,0.13
9927,0.66
9928,0.26
9929,0.25
9930,0.66
9931,0.25
9932,0.66
9933,0.13
9934,1.0
9935,0.13
9936,0.66
9937,0.28
9938,0.26
9939,0.13
9940,0.27
9941,0.65
9942,0.27
9943,0.26
9944,0.26
9945,0.13
9946,0.13
9947,0.13
9948,0.13
9949,0.66
9950,0.13
9951,0.13
9952,1.0
9953,0.26
9954,0.13
9955,0.13
9956,0.13
9957,0.26
9958,0.26
9959,0.66
9960,0.14
9961,0.11
9962,0.62
9963,0.09
9964,0.09
9965,0.36
9966,0.59
9967,0.59
9968,0.36
9969,0.36
9970,0.09
9971,0.09
9972,0.09
9973,0.59
9974,0.09
9975,0.09
9976,0.36
9977,0.09
9978,0.36
9979,0.36
9980,0.09
9981,0.36
9982,0.09
9983,0.09
9984,0.09
9985,0.59
9986,0.09
9987,0.37
9988,0.09
9989,0.09
9990,0.37
9991,0.37
9992,0.59
9993,0.59
9994,0.09
9995,0.09
9996,0.37
9997,0.37
9998,0.59
9999,0.09
10000,0.09
10001,0.09
10002,0.35
10003,0.35
10004,0.09
10005,0.35
10006,0.09
10007,0.35
10008,0.09
10009,0.09
10010,0.6
10011,0.35
10012,0.09
10013,0.35
10014,0.6
10015,0.6
10016,0.1
10017,0.09
10018,0.09
10019,1.0
10020,0.09
10021,0.36
10022,0.09
10023,0.6
10024,0.09
10025,0.6
10026,0.09
10027,0.35
10028,0.6
10029,0.09
10030,0.09
10031,0.36
10032,0.09
10033,0.6
10034,0.6
10035,0.35
10036,0.35
10037,0.6
10038,0.35
10039,0.09
10040,0.09
10041,0.09
10042,0.37
10043,0.59
10044,0.09
10045,0.59
10046,0.09
10047,0.09
10048,0.59
10049,0.09
10050,0.38
10051,0.38
10052,0.09
10053,0.38
10054,0.09
10055,0.59
10056,0.38
10057,0.38
10058,0.38
10059,0.09
10060,1.0
10061,0.59
10062,0.09
10063,0.59
10064,0.59
10065,0.59
10066,0.09
10067,1.0
10068,0.38
10069,0.38
10070,0.59
10071,0.38
10072,0.38
10073,0.09
10074,0.09
10075,1.0
10076,0.09
10077,0.09
10078,0.38
10079,0.09
10080,0.38
10081,0.09
10082,0.59
10083,0.38
10084,0.09
10085,0.09
10086,0.09
10087,0.37
10088,0.59
10089,0.09
10090,1.0
10091,0.37
10092,0.09
10093,0.09
10094,0.59
10095,0.59
10096,0.37
10097,0.09
10098,0.09
10099,0.37
10100,0.37
10101,0.59
10102,0.37
10103,0.37
10104,0.09
10105,0.09
10106,0.09
10107,0.59
10108,0.09
10109,0.37
10110,0.09
10111,0.59
10112,0.59
10113,0.09
10114,0.59
10115,0.09
10116,0.37
10117,0.09
10118,0.09
10119,0.09
10120,0.59
10121,0.37
10122,0.37
10123,0.09
10124,0.37
10125,0.32
10126,0.6
10127,0.33
10128,0.1
10129,0.1
10130,0.33
10131,0.33
10132,0.1
10133,0.62
10134,0.1
10135,0.1
10136,0.1
10137,0.62
10138,1.0
10139,0.33
10140,0.1
10141,0.33
10142,0.62
10143,0.1
10144,0.33
10145,0.34
10146,0.1
10147,0.62
10148,0.1
10149,0.1
10150,0.34
10151,0.62
10152,0.1
10153,0.34
10154,0.1
10155,0.62
10156,0.33
10157,0.33
10158,0.1
10159,0.33
10160,0.1
10161,0.62
10162,0.1
10163,0.1
10164,0.62
10165,0.33
10166,0.11
10167,0.62
10168,0.11
10169,0.32
10170,0.11
10171,0.32
10172,0.62
10173,1.0
10174,0.11
10175,0.11
10176,0.32
10177,0.11
10178,0.62
10179,0.62
10180,0.32
10181,0.11
10182,0.32
10183,0.62
10184,0.33
10185,0.62
10186,0.11
10187,0.11
10188,0.62
10189,0.11
10190,0.11
10191,0.33
10192,0.11
10193,0.33
10194,0.1
10195,0.11
10196,0.62
10197,0.33
10198,0.32
10199,0.11
10200,0.11
10201,0.11
10202,0.11
10203,0.32
10204,0.62
10205,0.62
10206,0.1
10207,0.1
10208,0.61
10209,0.35
10210,0.35
10211,0.1
10212,0.1
10213,0.61
10214,0.61
10215,0.34
10216,0.1
10217,0.34
10218,0.34
10219,0.34
10220,0.1
10221,0.61
10222,0.1
10223,0.61
10224,0.35
10225,0.35
10226,0.1
10227,0.35
10228,0.1
10229,0.35
10230,0.35
10231,0.1
10232,0.6
10233,0.1
10234,0.34
10235,0.35
10236,0.6
10237,0.1
10238,0.1
10239,0.1
10240,0.1
10241,0.35
10242,0.1
10243,0.61
10244,0.1
10245,0.1
10246,0.1
10247,0.1
10248,0.62
10249,0.1
10250,0.34
10251,0.86
10252,0.1
10253,0.34
10254,0.34
10255,0.62
10256,0.1
10257,0.1
10258,0.62
10259,0.34
10260,0.34
10261,0.1
10262,0.34
10263,0.1
10264,0.1
10265,0.61
10266,0.34
10267,0.1
10268,0.34
10269,0.61
10270,0.1
10271,1.0
10272,0.34
10273,0.34
10274,0.34
10275,0.1
10276,0.1
10277,0.1
10278,0.1
10279,0.61
10280,0.61
10281,0.1
10282,0.34
10283,0.1
10284,0.61
10285,0.09
10286,0.22
10287,0.18
10288,0.76
10289,0.18
10290,0.77
10291,0.18
10292,0.18
10293,0.77
10294,1.0
10295,0.18
10296,0.18
10297,0.77
10298,0.18
10299,0.77
10300,0.77
10301,0.18
10302,0.18
10303,0.18
10304,0.18
10305,0.18
10306,0.76
10307,0.76
10308,0.17
10309,0.17
10310,0.17
10311,0.76
10312,0.17
10313,0.18
10314,0.76
10315,0.76
10316,0.18
10317,0.18
10318,0.18
10319,0.76
10320,0.18
10321,0.18
10322,0.18
10323,0.76
10324,0.17
10325,0.18
10326,0.77
10327,0.77
10328,0.18
10329,0.18
10330,0.18
10331,0.78
10332,0.78
10333,0.18
10334,0.18
10335,0.18
10336,0.78
10337,0.18
10338,0.18
10339,0.78
10340,0.18
10341,0.19
10342,0.18
10343,0.18
10344,0.77
10345,0.77
10346,0.77
10347,0.18
10348,0.18
10349,0.18
10350,0.77
10351,0.18
10352,0.18
10353,1.0
10354,0.18
10355,0.18
10356,0.77
10357,0.18
10358,0.77
10359,0.77
10360,0.18
10361,0.77
10362,0.76
10363,0.75
10364,0.17
10365,0.73
10366,0.73
10367,0.17
10368,0.17
10369,0.17
10370,0.73
10371,0.17
10372,0.17
10373,0.73
10374,0.73
10375,0.17
10376,0.73
10377,0.73
10378,0.17
10379,0.73
10380,0.17
10381,0.73
10382,0.73
10383,0.17
10384,0.17
10385,0.17
10386,0.73
10387,0.17
10388,0.73
10389,0.17
10390,0.17
10391,0.17
10392,0.73
10393,0.17
10394,0.17
10395,0.17
10396,0.73
10397,0.73
10398,0.17
10399,1.0
10400,0.17
10401,0.17
10402,0.17
10403,0.17
10404,0.74
10405,0.74
10406,0.74
10407,0.17
10408,0.17
10409,1.0
10410,0.74
10411,0.17
10412,0.17
10413,0.17
10414,0.75
10415,0.75
10416,0.75
10417,0.17
10418,0.17
10419,0.17
10420,0.17
10421,0.78
10422,0.17
10423,0.17
10424,0.17
10425,0.17
10426,0.74
10427,0.74
10428,0.17
10429,0.74
10430,0.17
10431,0.74
10432,0.17
10433,0.17
10434,0.17
10435,0.17
10436,0.74
10437,0.17
10438,0.74
10439,0.17
10440,0.17
10441,0.74
10442,0.78
10443,0.78
10444,0.83
10445,0.2
10446,0.2
10447,0.2
10448,0.2
10449,0.83
10450,0.2
10451,0.2
10452,0.83
10453,0.83
10454,0.83
10455,0.2
10456,0.2
10457,0.2
10458,0.2
10459,0.84
10460,0.82
10461,0.2
10462,0.82
10463,0.82
10464,0.2
10465,0.2
10466,0.2
10467,0.2
10468,0.2
10469,0.82
10470,0.82
10471,0.2
10472,0.82
10473,0.2
10474,0.2
10475,0.2
10476,0.2
10477,0.2
10478,0.2
10479,0.82
10480,0.2
10481,0.2
10482,0.84
10483,0.9
10484,0.85
10485,0.89
10486,0.88
10487,0.85
10488,0.88
10489,0.85
10490,0.88
10491,0.85
10492,0.88
10493,0.88
10494,0.87
10495,1.0
10496,0.86
10497,0.86
10498,0.86
10499,0.86
10500,0.84
10501,0.91
10502,0.91
10503,0.2
10504,0.2
10505,0.84
10506,0.2
10507,0.2
10508,0.2
10509,0.84
10510,0.95
10511,0.84
10512,0.93
10513,0.84
10514,0.91
10515,0.84
10516,0.84
10517,0.91
10518,0.2
10519,0.82
10520,0.82
10521,0.82
10522,0.19
10523,0.19
10524,0.19
10525,0.79
10526,1.0
10527,1.0
10528,0.79
10529,0.19
10530,1.0
10531,0.19
10532,0.79
10533,0.19
10534,0.79
10535,0.8
10536,0.8
10537,0.19
10538,0.19
10539,0.19
10540,0.19
10541,0.19
10542,0.19
10543,1.0
10544,0.19
10545,0.19
10546,0.19
10547,0.19
10548,0.79
10549,0.19
10550,0.19
10551,0.19
10552,0.19
10553,0.79
10554,0.79
10555,0.19
10556,0.19
10557,0.79
10558,0.19
10559,0.19
10560,0.79
10561,0.79
10562,0.79
10563,0.19
10564,0.8
10565,0.19
10566,0.19
10567,0.19
10568,0.81
10569,0.81
10570,0.81
10571,0.19
10572,0.19
10573,0.19
10574,0.19
10575,0.81
10576,0.82
10577,0.19
10578,0.19
10579,0.82
10580,0.2
10581,0.19
10582,0.81
10583,0.19
10584,0.8
10585,0.8
10586,0.19
10587,0.81
10588,0.19
10589,0.19
10590,0.19
10591,0.19
10592,0.81
10593,0.81
10594,0.81
10595,0.19
10596,0.19
10597,0.81
10598,0.19
10599,0.19
10600,0.19
10601,0.14
10602,0.17
10603,0.17
10604,0.18
10605,0.15
10606,0.69
10607,0.18
10608,0.15
10609,0.15
10610,0.18
10611,0.15
10612,1.0
10613,0.69
10614,0.69
10615,0.18
10616,0.16
10617,0.69
10618,0.15
10619,0.16
10620,0.15
10621,0.15
10622,0.15
10623,0.15
10624,0.69
10625,0.18
10626,0.68
10627,0.15
10628,0.15
10629,0.68
10630,0.15
10631,0.19
10632,0.19
10633,0.15
10634,0.15
10635,0.68
10636,0.15
10637,0.15
10638,0.15
10639,0.19
10640,0.68
10641,0.19
10642,0.19
10643,0.15
10644,0.68
10645,0.15
10646,0.69
10647,0.69
10648,0.16
10649,0.15
10650,0.69
10651,0.15
10652,0.69
10653,0.15
10654,0.15
10655,0.15
10656,0.15
10657,1.0
10658,0.69
10659,0.15
10660,0.15
10661,0.15
10662,0.14
10663,0.14
10664,0.15
10665,0.16
10666,0.15
10667,0.15
10668,0.16
10669,0.16
10670,0.15
10671,0.16
10672,0.69
10673,0.15
10674,0.15
10675,0.15
10676,0.15
10677,0.15
10678,1.0
10679,0.16
10680,0.69
10681,0.69
10682,0.15
10683,0.15
10684,0.16
10685,0.16
10686,0.16
10687,0.15
10688,0.19
10689,0.2
10690,0.21
10691,1.0
10692,0.14
10693,0.14
10694,0.67
10695,0.67
10696,0.14
10697,0.2
10698,0.67
10699,0.2
10700,0.67
10701,0.68
10702,0.14
10703,0.14
10704,0.14
10705,0.14
10706,0.14
10707,0.14
10708,0.14
10709,0.14
10710,0.21
10711,0.22
10712,1.0
10713,0.14
10714,0.14
10715,0.67
10716,0.67
10717,0.22
10718,0.14
10719,0.14
10720,0.14
10721,0.2
10722,0.14
10723,0.22
10724,0.67
10725,0.67
10726,0.14
10727,0.14
10728,0.14
10729,0.21
10730,0.21
10731,0.22
10732,0.2
10733,0.2
10734,0.14
10735,0.14
10736,0.2
10737,0.14
10738,0.2
10739,0.14
10740,0.14
10741,0.2
10742,0.15
10743,0.68
10744,0.2
10745,0.15
10746,0.15
10747,0.2
10748,0.2
10749,0.68
10750,0.15
10751,0.68
10752,0.15
10753,0.2
10754,0.15
10755,1.0
10756,0.68
10757,0.2
10758,0.68
10759,0.2
10760,0.2
10761,0.14
10762,0.14
10763,0.68
10764,0.14
10765,0.14
10766,0.14
10767,0.68
10768,0.14
10769,0.14
10770,1.0
10771,0.2
10772,0.2
10773,0.68
10774,0.2
10775,0.14
10776,0.68
10777,0.73
10778,0.15
10779,0.71
10780,0.16
10781,0.71
10782,0.16
10783,0.16
10784,0.16
10785,0.16
10786,0.71
10787,0.72
10788,0.16
10789,0.16
10790,1.0
10791,0.16
10792,0.16
10793,0.72
10794,0.16
10795,0.71
10796,0.16
10797,0.16
10798,0.16
10799,0.16
10800,0.7
10801,0.71
10802,0.16
10803,1.0
10804,0.71
10805,0.72
10806,0.16
10807,0.16
10808,0.71
10809,0.71
10810,0.71
10811,0.16
10812,0.16
10813,0.5
10814,0.16
10815,0.16
10816,0.16
10817,0.17
10818,0.72
10819,0.17
10820,0.72
10821,0.17
10822,0.72
10823,0.17
10824,0.72
10825,0.17
10826,1.0
10827,0.17
10828,0.73
10829,0.17
10830,0.17
10831,0.73
10832,0.17
10833,0.73
10834,0.17
10835,0.17
10836,0.72
10837,0.16
10838,0.72
10839,0.72
10840,0.72
10841,0.16
10842,0.16
10843,0.16
10844,0.72
10845,1.0
10846,0.72
10847,0.16
10848,0.16
10849,0.16
10850,0.72
10851,0.16
10852,0.16
10853,1.0
10854,0.72
10855,0.16
10856,0.16
10857,0.7
10858,0.7
10859,0.7
10860,0.12
10861,0.12
10862,0.16
10863,0.16
10864,0.16
10865,0.16
10866,0.16
10867,0.7
10868,0.16
10869,0.12
10870,0.7
10871,0.12
10872,0.12
10873,0.16
10874,0.16
10875,0.16
10876,1.0
10877,0.11
10878,0.12
10879,0.12
10880,0.16
10881,0.16
10882,0.14
10883,0.15
10884,0.15
10885,0.69
10886,0.13
10887,0.16
10888,0.13
10889,0.69
10890,0.16
10891,0.69
10892,0.16
10893,0.16
10894,0.69
10895,0.13
10896,0.16
10897,0.16
10898,0.16
10899,0.13
10900,0.13
10901,0.7
10902,0.7
10903,0.16
10904,0.08
10905,0.06
10906,0.7
10907,0.7
10908,0.16
10909,0.7
10910,0.16
10911,0.16
10912,1.0
10913,0.06
10914,0.16
10915,0.16
10916,0.05
10917,0.16
10918,0.04
10919,0.16
10920,0.16
10921,0.16
10922,0.69
10923,0.7
10924,0.7
10925,0.7
10926,0.16
10927,0.11
10928,0.1
10929,0.16
10930,0.7
10931,0.16
10932,0.7
10933,0.09
10934,0.08
10935,0.09
10936,0.16
10937,0.16
10938,0.7
10939,0.16
10940,0.09
10941,0.16
10942,0.16
10943,0.08
10944,1.0
10945,0.16
10946,0.16
10947,0.38
10948,0.1
10949,0.09
10950,0.45
10951,0.53
10952,0.04
10953,1.0
10954,0.04
10955,0.45
10956,0.04
10957,0.45
10958,0.53
10959,0.53
10960,0.04
10961,0.04
10962,0.04
10963,0.45
10964,0.04
10965,0.53
10966,0.53
10967,0.04
10968,0.45
10969,0.04
10970,0.04
10971,0.04
10972,0.04
10973,0.45
10974,0.04
10975,0.04
10976,0.45
10977,0.53
10978,0.04
10979,0.04
10980,0.04
10981,0.45
10982,0.04
10983,0.04
10984,0.53
10985,0.04
10986,0.45
10987,0.45
10988,0.45
10989,0.53
10990,0.45
10991,0.04
10992,0.53
10993,0.04
10994,0.53
10995,0.45
10996,0.54
10997,0.04
10998,0.45
10999,0.04
11000,0.04
11001,0.54
11002,0.45
11003,0.04
11004,0.04
11005,0.45
11006,0.45
11007,1.0
11008,0.04
11009,0.04
11010,0.53
11011,0.04
11012,0.04
11013,0.04
11014,0.45
11015,0.45
11016,0.04
11017,0.04
11018,0.04
11019,0.45
11020,0.04
11021,0.45
11022,0.04
11023,0.04
11024,0.04
11025,0.04
11026,0.04
11027,0.45
11028,0.52
11029,0.52
11030,0.03
11031,0.03
11032,0.52
11033,0.03
11034,0.46
11035,0.03
11036,0.46
11037,0.52
11038,0.46
11039,0.03
11040,0.03
11041,0.53
11042,0.03
11043,0.03
11044,0.46
11045,0.46
11046,0.03
11047,0.03
11048,0.03
11049,0.03
11050,0.03
11051,0.47
11052,0.03
11053,0.47
11054,0.03
11055,0.46
11056,0.52
11057,0.52
11058,0.03
11059,0.46
11060,0.03
11061,0.03
11062,0.03
11063,1.0
11064,0.46
11065,0.03
11066,0.03
11067,0.46
11068,0.03
11069,0.53
11070,0.46
11071,0.03
11072,0.03
11073,0.53
11074,0.03
11075,0.03
11076,0.46
11077,0.03
11078,0.03
11079,0.45
11080,0.53
11081,0.03
11082,0.53
11083,0.03
11084,0.04
11085,0.04
11086,0.53
11087,0.03
11088,0.03
11089,0.53
11090,0.03
11091,0.03
11092,0.03
11093,0.03
11094,0.46
11095,0.53
11096,0.03
11097,0.04
11098,0.03
11099,0.03
11100,0.46
11101,0.03
11102,0.03
11103,0.03
11104,0.03
11105,0.46
11106,0.46
11107,0.46
11108,0.03
11109,0.04
11110,0.06
11111,0.43
11112,0.06
11113,0.55
11114,0.06
11115,0.06
11116,0.06
11117,0.43
11118,0.55
11119,0.43
11120,0.06
11121,0.55
11122,0.43
11123,1.0
11124,0.43
11125,0.43
11126,0.06
11127,0.43
11128,0.54
11129,0.44
11130,0.06
11131,0.06
11132,0.54
11133,0.43
11134,0.43
11135,1.0
11136,0.06
11137,0.43
11138,0.06
11139,0.55
11140,0.06
11141,0.55
11142,0.43
11143,0.43
11144,0.06
11145,0.06
11146,0.06
11147,0.55
11148,0.44
11149,0.2
11150,0.06
11151,0.42
11152,0.42
11153,0.55
11154,0.42
11155,0.06
11156,1.0
11157,0.06
11158,0.06
11159,1.0
11160,0.06
11161,0.06
11162,0.55
11163,1.0
11164,0.42
11165,0.55
11166,0.06
11167,0.42
11168,0.06
11169,0.06
11170,0.43
11171,0.43
11172,0.06
11173,0.06
11174,0.55
11175,0.43
11176,1.0
11177,0.55
11178,1.0
11179,0.06
11180,0.55
11181,0.43
11182,0.43
11183,0.06
11184,0.06
11185,0.55
11186,0.06
11187,0.55
11188,0.55
11189,0.06
11190,0.43
11191,0.06
11192,0.06
11193,0.54
11194,0.05
11195,0.54
11196,0.05
11197,0.45
11198,0.45
11199,0.05
11200,0.05
11201,0.05
11202,0.54
11203,0.05
11204,0.05
11205,0.05
11206,0.45
11207,0.44
11208,0.05
11209,0.54
11210,0.44
11211,0.04
11212,0.04
11213,0.45
11214,0.45
11215,0.04
11216,0.04
11217,0.04
11218,0.04
11219,0.45
11220,0.05
11221,0.54
11222,0.05
11223,0.54
11224,0.05
11225,0.05
11226,0.45
11227,1.0
11228,0.05
11229,0.05
11230,0.05
11231,0.54
11232,0.05
11233,0.05
11234,0.44
11235,0.05
11236,0.54
11237,0.05
11238,0.54
11239,0.05
11240,0.54
11241,0.05
11242,0.05
11243,0.05
11244,0.44
11245,0.06
11246,0.06
11247,0.44
11248,0.05
11249,0.44
11250,0.05
11251,0.44
11252,0.05
11253,0.05
11254,0.05
11255,0.44
11256,0.05
11257,0.54
11258,0.44
11259,0.44
11260,0.05
11261,0.05
11262,0.54
11263,0.05
11264,0.05
11265,0.54
11266,0.44
11267,0.05
11268,0.05
11269,0.05
11270,0.03
11271,0.03
11272,1.0
11273,0.49
11274,0.49
11275,0.01
11276,0.49
11277,0.01
11278,0.01
11279,0.01
11280,0.01
11281,0.49
11282,0.49
11283,0.01
11284,0.01
11285,0.01
11286,0.51
11287,0.51
11288,0.01
11289,0.51
11290,0.01
11291,0.49
11292,0.51
11293,0.51
11294,0.0
11295,1.0
11296,0.0
11297,0.0
11298,0.0
11299,0.49
11300,0.49
11301,0.0
11302,0.01
11303,0.51
11304,0.51
11305,0.01
11306,0.01
11307,0.51
11308,0.01
11309,0.01
11310,0.0
11311,0.01
11312,0.01
11313,0.01
11314,0.48
11315,0.01
11316,0.01
11317,0.51
11318,0.01
11319,0.48
11320,0.51
11321,0.01
11322,0.48
11323,1.0
11324,0.01
11325,0.51
11326,0.01
11327,0.51
11328,0.01
11329,0.01
11330,0.48
11331,0.51
11332,0.01
11333,0.01
11334,0.48
11335,0.01
11336,0.48
11337,1.0
11338,0.01
11339,0.01
11340,0.51
11341,0.48
11342,0.01
11343,0.01
11344,0.48
11345,0.01
11346,0.48
11347,0.01
11348,0.01
11349,0.01
11350,0.51
11351,0.48
11352,0.01
11353,0.0
11354,0.49
11355,0.5
11356,0.5
11357,0.2
11358,0.0
11359,0.0
11360,0.0
11361,0.2
11362,0.2
11363,0.5
11364,0.5
11365,0.5
11366,0.0
11367,0.2
11368,1.0
11369,0.0
11370,0.0
11371,0.2
11372,0.5
11373,1.0
11374,0.5
11375,0.0
11376,0.2
11377,1.0
11378,0.5
11379,0.2
11380,0.2
11381,0.5
11382,0.5
11383,0.2
11384,0.0
11385,0.2
11386,0.5
11387,0.0
11388,0.0
11389,0.0
11390,0.0
11391,0.0
11392,0.2
11393,0.0
11394,0.5
11395,0.5
11396,0.0
11397,0.5
11398,0.0
11399,0.0
11400,0.0
11401,0.51
11402,0.51
11403,0.49
11404,0.0
11405,0.0
11406,0.51
11407,0.49
11408,0.49
11409,0.0
11410,0.0
11411,0.0
11412,0.0
11413,0.5
11414,0.0
11415,0.0
11416,0.0
11417,0.0
11418,0.0
11419,0.0
11420,1.0
11421,0.0
11422,0.0
11423,0.0
11424,0.5
11425,0.01
11426,0.5
11427,0.5
11428,0.0
11429,0.5
11430,1.0
11431,0.0
11432,0.0
11433,0.0
11434,0.5
11435,0.0
11436,0.5
11437,0.01
11438,0.48
11439,0.47
11440,0.02
11441,0.52
11442,0.47
11443,0.02
11444,0.02
11445,0.02
11446,1.0
11447,0.02
11448,0.47
11449,0.52
11450,0.52
11451,0.02
11452,0.02
11453,0.47
11454,0.02
11455,0.02
11456,0.02
