category,word,score,Compound,Subjectivity,Stanza,Flair
anger,act,0.36247448118494896,0.0,0.0,1.0,POSITIVE
anger,toaster,0.0949143482177791,0.0,0.0,1.0,POSITIVE
anger,suffocating,0.676143612573739,0.0,0.5,0.0,NEGATIVE
anger,kardashians,0.235992946477685,0.0,0.0,1.0,POSITIVE
anger,ripoff,0.676143612573739,0.0,0.0,0.0,NEGATIVE
anger,sluts,0.676143612573739,-0.5719,0.0,1.0,NEGATIVE
anger,cross,0.0956258388205431,0.0,0.0,1.0,POSITIVE
anger,communicate,0.25126041860847304,0.0,0.0,1.0,POSITIVE
anger,again,0.0957343844819988,0.0,0.0,1.0,POSITIVE
anger,posting,0.389572034405985,0.0,0.0,1.0,NEGATIVE
anger,tangled,0.676143612573739,0.0,0.0,1.0,NEGATIVE
anger,recognise,0.294935482111135,0.0,0.0,1.0,POSITIVE
anger,funnier,0.676143612573739,0.4019,0.0,2.0,POSITIVE
anger,heels,0.0961112364516253,0.0,0.0,1.0,POSITIVE
anger,lifesucks,0.676143612573739,0.0,0.0,1.0,POSITIVE
anger,five,0.0966135839707388,0.0,0.0,1.0,POSITIVE
anger,melted,0.0949143482177791,0.0,0.0,1.0,NEGATIVE
anger,regarding,0.0949143482177791,0.0,0.0,1.0,POSITIVE
anger,spotify,0.294935482111135,0.0,0.0,1.0,POSITIVE
anger,paycheck,0.38846154012195794,0.0,0.0,1.0,NEGATIVE
anger,rudest,0.682701013119898,-0.5423,0.0,0.0,NEGATIVE
anger,continued,0.235992946477685,0.0,0.0,1.0,POSITIVE
anger,dual,0.682701013119898,0.0,0.0,1.0,POSITIVE
anger,painted,0.0949143482177791,0.0,0.0,1.0,POSITIVE
anger,sweaters,0.235992946477685,0.0,0.0,1.0,POSITIVE
anger,tornado,0.0949143482177791,0.0,0.0,1.0,NEGATIVE
anger,spill,0.682701013119898,0.0,0.0,1.0,NEGATIVE
anger,apples,0.294935482111135,0.0,0.0,1.0,POSITIVE
anger,retake,0.682701013119898,0.0,0.0,1.0,NEGATIVE
anger,espn,0.0949143482177791,0.0,0.0,1.0,POSITIVE
anger,voucher,0.38846154012195794,0.0,0.0,1.0,POSITIVE
anger,missed,0.292117347016349,-0.296,0.0,1.0,NEGATIVE
anger,confused,0.36255566978611403,-0.3182,0.7,0.0,NEGATIVE
anger,vending,0.6796098205502249,0.0,0.0,1.0,POSITIVE
anger,fuckedup,0.0949143482177791,0.0,0.0,1.0,NEGATIVE
anger,shaking,0.0949143482177791,-0.1779,0.0,1.0,NEGATIVE
anger,toothache,0.38846154012195794,0.0,0.0,0.0,NEGATIVE
anger,ios,0.6796098205502249,0.0,0.0,1.0,POSITIVE
anger,ouch,0.292387710032336,0.0,0.0,1.0,POSITIVE
anger,appalling,0.0949143482177791,-0.3612,0.9,0.0,NEGATIVE
anger,tabs,0.0949143482177791,0.0,0.0,1.0,POSITIVE
anger,dryer,0.6789486635013481,0.0,0.0,1.0,NEGATIVE
anger,computers,0.678499326266198,0.0,0.0,1.0,POSITIVE
anger,argh,0.678174070124121,0.0,0.0,1.0,NEGATIVE
anger,taped,0.682701013119898,0.0,0.0,1.0,NEGATIVE
anger,cage,0.0949143482177791,0.0,0.0,1.0,NEGATIVE
anger,storyofmylife,0.294935482111135,0.0,0.0,1.0,POSITIVE
anger,leg,0.0966320697967323,0.0,0.0,1.0,POSITIVE
anger,snows,0.0976882751005044,0.0,0.0,1.0,NEGATIVE
anger,documents,0.676143612573739,0.0,0.0,1.0,POSITIVE
anger,boyfriends,0.291183132492584,0.0,0.0,1.0,POSITIVE
anger,beating,0.0976882751005044,-0.4588,0.0,1.0,POSITIVE
anger,timely,0.676143612573739,0.0,0.0,1.0,POSITIVE
anger,doll,0.0976882751005044,0.0,0.0,1.0,NEGATIVE
anger,computer,0.39031729771906504,0.0,0.0,1.0,POSITIVE
anger,duct,0.676143612573739,0.0,0.0,0.0,NEGATIVE
anger,switch,0.21239838551642604,0.0,0.0,1.0,POSITIVE
anger,cancelling,0.676143612573739,-0.2023,0.0,1.0,NEGATIVE
anger,cuz,0.0981092391142983,0.0,0.0,1.0,NEGATIVE
anger,accent,0.0982794663680926,0.0,0.0,1.0,POSITIVE
anger,restricted,0.676143612573739,-0.3818,0.0,1.0,NEGATIVE
anger,context,0.294935482111135,0.0,0.0,1.0,POSITIVE
anger,reckless,0.235992946477685,-0.4019,0.0,0.0,NEGATIVE
anger,recordings,0.676143612573739,0.0,0.0,1.0,POSITIVE
anger,ik,0.09868083101325599,0.0,0.0,1.0,POSITIVE
anger,ouch,0.09868083101325599,0.0,0.0,1.0,POSITIVE
anger,duvet,0.676143612573739,0.0,0.0,1.0,POSITIVE
anger,cramps,0.6735893327686422,0.0,0.0,0.0,NEGATIVE
anger,planner,0.09868083101325599,0.0,0.0,1.0,POSITIVE
anger,reduce,0.294935482111135,0.0,0.0,1.0,POSITIVE
anger,heating,0.6730524200040661,0.0,0.0,1.0,POSITIVE
anger,fouls,0.676143612573739,0.0,0.0,1.0,NEGATIVE
anger,sends,0.0976882751005044,0.0,0.0,1.0,POSITIVE
anger,scumbags,0.294935482111135,0.0,0.0,0.0,POSITIVE
anger,dominate,0.676143612573739,-0.128,0.0,1.0,POSITIVE
anger,theyve,0.676143612573739,0.0,0.0,1.0,POSITIVE
anger,water,0.0967028211764137,0.0,0.0,1.0,POSITIVE
anger,brother,0.44908616193839296,0.0,0.0,1.0,POSITIVE
anger,aaaand,0.676143612573739,0.0,0.0,1.0,POSITIVE
anger,am,0.292082413128728,0.0,0.0,1.0,POSITIVE
anger,answers,0.0967308791441769,0.0,0.0,1.0,POSITIVE
anger,cow,0.0969024204431653,0.0,0.16666666666666666,1.0,NEGATIVE
anger,blackberrys,0.676143612573739,0.0,0.0,1.0,NEGATIVE
anger,adobe,0.676143612573739,0.0,0.0,1.0,NEGATIVE
anger,brace,0.21175797563222698,0.0,0.0,1.0,POSITIVE
anger,hank,0.38846154012195794,0.0,0.0,1.0,POSITIVE
anger,satellite,0.676143612573739,0.0,0.0,1.0,POSITIVE
anger,nicki,0.0971097387812148,0.0,0.0,1.0,POSITIVE
anger,wakin,0.676143612573739,0.0,0.0,1.0,NEGATIVE
anger,cousins,0.0973653298369192,0.0,0.0,1.0,POSITIVE
anger,blend,0.235992946477685,0.0,0.0,1.0,POSITIVE
anger,woulda,0.0976882751005044,0.0,0.0,1.0,NEGATIVE
anger,leon,0.676143612573739,0.0,0.0,1.0,POSITIVE
anger,josie,0.44908616193839296,0.0,0.0,1.0,POSITIVE
anger,dads,0.0976882751005044,0.0,0.0,1.0,POSITIVE
anger,switches,0.676143612573739,0.0,0.0,1.0,POSITIVE
anger,mexicans,0.676143612573739,0.0,0.0,1.0,POSITIVE
anger,lame,0.0976882751005044,-0.4215,0.75,0.0,NEGATIVE
anger,size,0.39007444369742295,0.0,0.0,1.0,NEGATIVE
anger,shootme,0.676143612573739,0.0,0.0,1.0,NEGATIVE
anger,roman,0.0949143482177791,0.0,0.0,1.0,NEGATIVE
anger,busting,0.682701013119898,0.0,0.0,1.0,POSITIVE
anger,dies,0.292836845454213,0.0,0.0,0.0,NEGATIVE
anger,whenever,0.212182297783966,0.0,0.0,1.0,POSITIVE
anger,tn,0.0901410694651215,0.0,0.0,1.0,POSITIVE
anger,swerve,0.69231647181934,0.0,0.0,1.0,POSITIVE
anger,fuss,0.0901410694651215,0.0,0.0,1.0,NEGATIVE
anger,bags,0.294359611090325,0.0,0.0,0.0,NEGATIVE
anger,appointments,0.69231647181934,0.0,0.0,1.0,POSITIVE
anger,existent,0.38846154012195794,0.0,0.0,1.0,POSITIVE
anger,gutted,0.6895153495396279,0.0,0.0,1.0,NEGATIVE
anger,fixing,0.0901410694651215,0.0,0.0,1.0,POSITIVE
anger,survivor,0.0901410694651215,0.3612,0.0,1.0,POSITIVE
anger,faggot,0.6895153495396279,-0.6597,0.0,0.0,POSITIVE
anger,chore,0.38846154012195794,0.0,0.0,1.0,NEGATIVE
anger,box,0.0901410694651215,0.0,0.0,1.0,POSITIVE
anger,ebay,0.6891401854009189,0.0,0.0,1.0,NEGATIVE
anger,attempted,0.0901410694651215,0.0,0.0,1.0,POSITIVE
anger,canceled,0.688759015203813,0.0,0.0,1.0,POSITIVE
anger,am,0.29327573069277,0.0,0.0,1.0,POSITIVE
anger,icon,0.0901410694651215,0.0,0.0,1.0,POSITIVE
anger,umbrella,0.44908616193839296,0.0,0.0,1.0,POSITIVE
anger,tshirt,0.0901410694651215,0.0,0.0,1.0,NEGATIVE
anger,callin,0.6879780702207421,0.0,0.0,1.0,NEGATIVE
anger,madness,0.294935482111135,-0.4404,0.0,1.0,NEGATIVE
anger,isnt,0.25126041860847304,0.0,0.0,1.0,NEGATIVE
anger,motherfucking,0.69231647181934,-0.5859,0.0,1.0,NEGATIVE
anger,road,0.0900450679290231,0.0,0.0,1.0,NEGATIVE
anger,vodafone,0.69231647181934,0.0,0.0,1.0,POSITIVE
anger,sleep,0.29412412304025504,0.0,0.0,0.0,NEGATIVE
anger,boiler,0.695946239869919,0.0,0.0,1.0,NEGATIVE
anger,hangout,0.0880728164010623,0.0,0.0,1.0,NEGATIVE
anger,treat,0.0882532078509968,0.4019,0.0,2.0,POSITIVE
anger,un,0.29426185460165993,0.0,0.0,1.0,NEGATIVE
anger,favoriting,0.695946239869919,0.0,0.0,1.0,POSITIVE
anger,sexist,0.695946239869919,0.0,0.0,0.0,NEGATIVE
anger,deaf,0.363563988500231,0.0,0.0,1.0,NEGATIVE
anger,pad,0.0887414891106981,0.0,0.0,1.0,POSITIVE
anger,leather,0.0887414891106981,0.0,0.0,1.0,POSITIVE
anger,heidi,0.695095537989606,0.0,0.0,1.0,POSITIVE
anger,gota,0.6879780702207421,0.0,0.0,1.0,POSITIVE
anger,pardon,0.44908616193839296,0.3182,0.0,1.0,POSITIVE
anger,dint,0.235992946477685,0.0,0.0,1.0,NEGATIVE
anger,remote,0.69347142863685,0.0,0.2,1.0,POSITIVE
anger,neighbors,0.693177798315312,0.0,0.0,1.0,POSITIVE
anger,talks,0.0891985623265477,0.0,0.0,1.0,POSITIVE
anger,dynamic,0.38846154012195794,0.3818,0.16666666666666666,2.0,POSITIVE
anger,record,0.0892910906634169,0.0,0.0,1.0,POSITIVE
anger,replying,0.69231647181934,0.0,0.0,1.0,NEGATIVE
anger,want,0.293732691492228,0.0772,0.0,1.0,POSITIVE
anger,waste,0.69231647181934,-0.4215,0.0,0.0,NEGATIVE
anger,does,0.29432254920809603,0.0,0.0,1.0,POSITIVE
anger,truck,0.0896061670720519,0.0,0.0,1.0,POSITIVE
anger,pathetic,0.0890290933692237,-0.5719,1.0,0.0,NEGATIVE
anger,revolve,0.6879780702207421,0.0,0.0,1.0,POSITIVE
anger,illinois,0.0901410694651215,0.0,0.0,1.0,POSITIVE
anger,outraged,0.38846154012195794,-0.5423,1.0,0.0,NEGATIVE
anger,pe,0.0924112179996605,0.0,0.0,1.0,POSITIVE
anger,plates,0.682701013119898,0.0,0.0,1.0,POSITIVE
anger,bruise,0.292836845454213,0.0,0.0,1.0,NEGATIVE
anger,sudden,0.0925950584266881,0.0,0.5,1.0,NEGATIVE
anger,boxing,0.682701013119898,0.0,0.0,1.0,POSITIVE
anger,hints,0.44908616193839296,0.0,0.0,1.0,POSITIVE
anger,hungry,0.682701013119898,0.0,0.0,1.0,NEGATIVE
anger,emojis,0.363563988500231,0.0,0.0,1.0,POSITIVE
anger,nhl,0.0928921028370112,0.0,0.0,1.0,POSITIVE
anger,emoji,0.682701013119898,0.0,0.0,1.0,NEGATIVE
anger,naturally,0.0928921028370112,0.0,0.4,1.0,POSITIVE
anger,insults,0.682701013119898,-0.4215,0.0,0.0,NEGATIVE
anger,urg,0.38846154012195794,0.0,0.0,1.0,NEGATIVE
anger,nomore,0.682701013119898,0.0,0.0,1.0,NEGATIVE
anger,wet,0.0930138091598049,0.0,0.4,1.0,NEGATIVE
anger,give,0.0944990781379526,0.0,0.0,2.0,POSITIVE
anger,creep,0.25126041860847304,0.0,0.0,1.0,NEGATIVE
anger,royally,0.682701013119898,0.0,0.0,1.0,POSITIVE
anger,removing,0.294935482111135,0.0,0.0,1.0,POSITIVE
anger,dawg,0.0949143482177791,0.0,0.0,1.0,NEGATIVE
anger,testosterone,0.682701013119898,0.0,0.0,1.0,POSITIVE
anger,lifes,0.0949143482177791,0.0,0.0,1.0,POSITIVE
anger,sucky,0.682701013119898,-0.4404,0.0,0.0,NEGATIVE
anger,want,0.235992946477685,0.0772,0.0,1.0,POSITIVE
anger,straighten,0.682701013119898,0.0,0.0,1.0,POSITIVE
anger,keep,0.0989307685301781,0.0,0.0,1.0,POSITIVE
anger,select,0.294935482111135,0.0,0.0,1.0,POSITIVE
anger,colds,0.682701013119898,0.0,0.0,0.0,NEGATIVE
anger,converse,0.235992946477685,0.0,0.0,1.0,POSITIVE
anger,commentary,0.0901410694651215,0.0,0.0,1.0,POSITIVE
anger,aintnobodygottimeforthat,0.6879780702207421,0.0,0.0,1.0,NEGATIVE
anger,publicly,0.0901410694651215,0.0,0.06666666666666667,1.0,POSITIVE
anger,ankles,0.6879780702207421,0.0,0.0,1.0,POSITIVE
anger,specifically,0.6879780702207421,0.0,0.0,1.0,POSITIVE
anger,jel,0.38846154012195794,0.0,0.0,1.0,POSITIVE
anger,yer,0.292836845454213,0.0,0.0,1.0,POSITIVE
anger,lip,0.0905379736179801,0.0,0.0,1.0,NEGATIVE
anger,wheel,0.0907678322559305,0.0,0.0,1.0,POSITIVE
anger,programming,0.6879780702207421,0.0,0.0,1.0,POSITIVE
anger,decided,0.0917072404978663,0.0,0.0,1.0,POSITIVE
anger,possession,0.235992946477685,0.0,0.0,1.0,POSITIVE
anger,mam,0.6854749400026229,0.0,0.0,1.0,NEGATIVE
anger,drivers,0.685234584274991,0.0,0.0,1.0,POSITIVE
anger,lecturer,0.0910232927248125,0.0,0.0,1.0,POSITIVE
anger,android,0.0916302730165892,0.0,0.0,1.0,POSITIVE
anger,grapefruit,0.44908616193839296,0.0,0.0,1.0,POSITIVE
anger,tone,0.212243766266021,0.0,0.0,1.0,POSITIVE
anger,fist,0.6849431665255881,0.0,0.0,1.0,NEGATIVE
anger,bs,0.683523719871362,0.0,0.0,0.0,POSITIVE
anger,except,0.0916302730165892,0.0,0.0,1.0,POSITIVE
anger,ocd,0.0916302730165892,0.0,0.0,0.0,POSITIVE
anger,afford,0.21175797563222698,0.0,0.0,1.0,POSITIVE
anger,hurting,0.294935482111135,-0.4019,0.0,0.0,NEGATIVE
anger,utter,0.28945601634650897,0.0,1.0,1.0,NEGATIVE
anger,linesman,0.44908616193839296,0.0,0.0,1.0,POSITIVE
anger,stolen,0.6728195097899,-0.4939,0.0,1.0,NEGATIVE
anger,basis,0.233664656718093,0.0,0.0,1.0,POSITIVE
anger,shadows,0.29048113176175394,0.0,0.0,1.0,NEGATIVE
anger,scratched,0.6644475728105479,0.0,0.0,1.0,NEGATIVE
anger,ignoring,0.664008880107746,-0.4019,0.0,0.0,NEGATIVE
anger,karate,0.1081595749678,0.0,0.0,1.0,POSITIVE
anger,fire,0.1081595749678,-0.34,0.0,1.0,NEGATIVE
anger,rim,0.294935482111135,0.0,0.0,1.0,NEGATIVE
anger,pushes,0.662660262236452,0.0,0.0,1.0,POSITIVE
anger,jepsen,0.38846154012195794,0.0,0.0,1.0,POSITIVE
anger,posters,0.1081595749678,0.0,0.0,1.0,POSITIVE
anger,cba,0.662660262236452,0.0,0.0,1.0,NEGATIVE
anger,nicely,0.1081595749678,0.4404,1.0,2.0,POSITIVE
anger,cleaners,0.662660262236452,0.0,0.0,1.0,POSITIVE
anger,bend,0.391927748098444,0.0,0.0,1.0,NEGATIVE
anger,informing,0.44908616193839296,0.0,0.0,1.0,POSITIVE
anger,moron,0.662660262236452,-0.4939,1.0,0.0,NEGATIVE
anger,demi,0.1081595749678,0.0,0.0,1.0,POSITIVE
anger,selected,0.1081595749678,0.0,0.0,1.0,POSITIVE
anger,ringtone,0.662660262236452,0.0,0.0,1.0,POSITIVE
anger,acceptable,0.211158814439946,0.3182,0.0,2.0,NEGATIVE
anger,docs,0.662660262236452,0.0,0.0,1.0,POSITIVE
anger,particularly,0.1081595749678,0.0,0.3333333333333333,1.0,POSITIVE
anger,uploading,0.23777706827118603,0.0,0.0,1.0,POSITIVE
anger,principal,0.1081595749678,0.0,0.0,1.0,POSITIVE
anger,stupidly,0.6644475728105479,-0.4588,1.0,1.0,NEGATIVE
anger,cheerleading,0.1081595749678,0.296,0.0,1.0,POSITIVE
anger,bleh,0.294935482111135,0.0,0.0,0.0,NEGATIVE
anger,myluck,0.667775362903222,0.0,0.0,1.0,NEGATIVE
anger,disappear,0.23711591122230802,-0.2263,0.0,0.0,NEGATIVE
anger,dumbass,0.667775362903222,-0.5574,0.0,1.0,NEGATIVE
anger,redbox,0.667775362903222,0.0,0.0,1.0,POSITIVE
anger,say,0.107496225026394,0.0,0.0,1.0,POSITIVE
anger,jumps,0.1081595749678,0.0,0.0,1.0,POSITIVE
anger,dramatic,0.391927748098444,0.0,0.6,2.0,POSITIVE
anger,racket,0.667775362903222,0.0,0.0,1.0,POSITIVE
anger,wrecks,0.667775362903222,0.0,0.0,1.0,NEGATIVE
anger,tells,0.1081595749678,0.0,0.0,1.0,POSITIVE
anger,false,0.1081595749678,0.0,0.6,0.0,NEGATIVE
anger,pose,0.1081595749678,0.0,0.0,1.0,POSITIVE
anger,problems,0.665816498417889,-0.4019,0.0,1.0,NEGATIVE
anger,audacity,0.1081595749678,0.0,0.0,0.0,NEGATIVE
anger,bashing,0.233664656718093,0.0,0.0,1.0,NEGATIVE
anger,remove,0.6655919559222789,0.0,0.0,1.0,NEGATIVE
anger,bt,0.1081595749678,0.0,0.0,1.0,POSITIVE
anger,continuously,0.665309270408029,0.0,0.0,1.0,POSITIVE
anger,rained,0.29048113176175394,0.0,0.0,1.0,NEGATIVE
anger,nurses,0.1081595749678,0.0,0.0,1.0,POSITIVE
anger,neighbours,0.665309270408029,0.0,0.0,1.0,POSITIVE
anger,gym,0.665309270408029,0.0,0.0,1.0,POSITIVE
anger,registering,0.294935482111135,0.0,0.0,1.0,POSITIVE
anger,burning,0.106990667762818,0.0,0.0,0.0,NEGATIVE
anger,peeves,0.662660262236452,0.0,0.0,1.0,NEGATIVE
anger,unfollowed,0.660075613601919,0.0,0.0,1.0,NEGATIVE
anger,muppets,0.6567255267166371,0.0,0.0,1.0,POSITIVE
anger,adopted,0.294935482111135,0.0,0.0,1.0,POSITIVE
anger,withdraw,0.6567255267166371,0.0,0.0,1.0,NEGATIVE
anger,eaters,0.6567255267166371,0.0,0.0,1.0,POSITIVE
anger,ricky,0.1081595749678,0.0,0.0,1.0,POSITIVE
anger,pretended,0.44908616193839296,0.0,0.0,1.0,NEGATIVE
anger,ditto,0.1081595749678,0.0,0.0,1.0,POSITIVE
anger,icing,0.38846154012195794,0.0,0.0,1.0,POSITIVE
anger,headaches,0.391927748098444,0.0,0.0,0.0,NEGATIVE
anger,faggots,0.6567255267166371,-0.6369,0.0,1.0,POSITIVE
anger,peas,0.1081595749678,0.0,0.0,1.0,POSITIVE
anger,explodes,0.6567255267166371,0.0,0.0,1.0,POSITIVE
anger,acne,0.1081595749678,0.0,0.0,0.0,NEGATIVE
anger,igotoaschoolwhere,0.36207478494876294,0.0,0.0,1.0,NEGATIVE
anger,method,0.29048113176175394,0.0,0.0,1.0,POSITIVE
anger,chalkboard,0.6567255267166371,0.0,0.0,1.0,NEGATIVE
anger,losses,0.1081595749678,-0.4019,0.0,0.0,NEGATIVE
anger,frozen,0.6567255267166371,0.0,0.0,1.0,NEGATIVE
anger,opponent,0.1081595749678,0.0,0.0,1.0,NEGATIVE
anger,canny,0.6567255267166371,0.0,0.0,1.0,POSITIVE
anger,ora,0.294935482111135,0.0,0.0,1.0,NEGATIVE
anger,bricks,0.1081595749678,0.0,0.0,1.0,POSITIVE
anger,fudge,0.1081595749678,0.0,0.0,1.0,NEGATIVE
anger,irony,0.29048113176175394,-0.0516,0.0,0.0,NEGATIVE
anger,colleagues,0.1081595749678,0.0,0.0,1.0,POSITIVE
anger,bagel,0.1081595749678,0.0,0.0,1.0,POSITIVE
anger,commute,0.1081595749678,0.0,0.0,1.0,POSITIVE
anger,recovering,0.25126041860847304,0.0,0.0,1.0,POSITIVE
anger,tablets,0.391927748098444,0.0,0.0,1.0,POSITIVE
anger,escalator,0.6567255267166371,0.0,0.0,1.0,POSITIVE
anger,bonnet,0.6567255267166371,0.0,0.0,1.0,POSITIVE
anger,forreal,0.1081595749678,0.0,0.0,1.0,POSITIVE
anger,wayy,0.1081595749678,0.0,0.0,1.0,POSITIVE
anger,envy,0.213520090625626,-0.2732,0.0,1.0,NEGATIVE
anger,soccer,0.6567255267166371,0.0,0.0,1.0,POSITIVE
anger,isu,0.365204677957691,0.0,0.0,1.0,NEGATIVE
anger,blocks,0.1081595749678,-0.2263,0.0,1.0,NEGATIVE
anger,brits,0.294935482111135,0.0,0.0,1.0,POSITIVE
anger,claire,0.1081595749678,0.0,0.0,1.0,POSITIVE
anger,chipper,0.6567255267166371,0.0,0.0,1.0,NEGATIVE
anger,onesies,0.6567255267166371,0.0,0.0,1.0,POSITIVE
anger,bruv,0.44908616193839296,0.0,0.0,1.0,POSITIVE
anger,wid,0.294935482111135,0.0,0.0,1.0,POSITIVE
anger,concept,0.1081595749678,0.0,0.0,1.0,POSITIVE
anger,destruction,0.1081595749678,-0.5719,0.0,0.0,NEGATIVE
anger,recommendations,0.6567255267166371,0.0,0.0,1.0,POSITIVE
anger,tripped,0.29048113176175394,0.0,0.0,1.0,NEGATIVE
anger,ino,0.6567255267166371,0.0,0.0,1.0,NEGATIVE
anger,crumble,0.38846154012195794,0.0,0.0,1.0,NEGATIVE
anger,fckn,0.6567255267166371,0.0,0.0,1.0,POSITIVE
anger,rubs,0.6567255267166371,0.0,0.0,1.0,NEGATIVE
anger,wouldn,0.106990667762818,0.0,0.0,1.0,NEGATIVE
anger,transit,0.36207478494876294,0.0,0.0,1.0,POSITIVE
anger,idkwhy,0.38846154012195794,0.0,0.0,1.0,NEGATIVE
anger,napping,0.10077946767017698,0.0,0.0,1.0,NEGATIVE
anger,ipads,0.294935482111135,0.0,0.0,1.0,POSITIVE
anger,disconnected,0.10077946767017698,0.0,0.0,0.0,NEGATIVE
anger,vino,0.667775362903222,0.0,0.0,1.0,NEGATIVE
anger,rex,0.10077946767017698,0.0,0.0,1.0,POSITIVE
anger,brushes,0.667775362903222,0.0,0.0,1.0,POSITIVE
anger,boyf,0.294935482111135,0.0,0.0,1.0,POSITIVE
anger,mines,0.21175797563222698,0.0,0.0,1.0,NEGATIVE
anger,tempt,0.667775362903222,0.0,0.0,1.0,NEGATIVE
anger,inform,0.10077946767017698,0.0,0.0,1.0,POSITIVE
anger,turns,0.10110814474791,0.0,0.0,1.0,POSITIVE
anger,cliff,0.23507509418745604,0.0,0.0,1.0,POSITIVE
anger,fists,0.667775362903222,0.0,0.0,1.0,POSITIVE
anger,fuckme,0.667775362903222,0.0,0.0,1.0,NEGATIVE
anger,firstworldproblems,0.39102236098363197,0.0,0.0,1.0,POSITIVE
anger,shouldn,0.10128669568003802,0.0,0.0,1.0,NEGATIVE
anger,bridge,0.101515032249131,0.0,0.0,1.0,POSITIVE
anger,ughh,0.667775362903222,0.0,0.0,1.0,NEGATIVE
anger,boycott,0.667775362903222,-0.3182,0.0,1.0,NEGATIVE
anger,cut,0.363691077526265,-0.2732,0.0,1.0,NEGATIVE
anger,deposit,0.294935482111135,0.0,0.0,1.0,POSITIVE
anger,cellular,0.667775362903222,0.0,0.0,1.0,POSITIVE
anger,buy,0.101617978219745,0.0,0.0,1.0,POSITIVE
anger,tru,0.667775362903222,0.0,0.0,1.0,NEGATIVE
anger,chants,0.38846154012195794,0.0,0.0,1.0,POSITIVE
anger,bitch,0.668115846393063,-0.5859,0.0,0.0,NEGATIVE
anger,ringing,0.668817572481666,0.0,0.0,1.0,POSITIVE
anger,preventing,0.672229713252603,-0.0258,0.0,0.0,NEGATIVE
anger,commercials,0.29097508089503804,0.0,0.0,1.0,NEGATIVE
anger,jokes,0.235992946477685,0.25,0.0,1.0,NEGATIVE
anger,servers,0.672229713252603,0.0,0.0,1.0,POSITIVE
anger,pll,0.0995015122246851,0.0,0.0,1.0,NEGATIVE
anger,replied,0.0995015122246851,0.0,0.0,1.0,NEGATIVE
anger,rumble,0.29048113176175394,0.0,0.0,1.0,POSITIVE
anger,calls,0.36236152330198207,0.0,0.0,1.0,NEGATIVE
anger,purposely,0.672229713252603,0.0,0.0,1.0,NEGATIVE
anger,despise,0.672229713252603,-0.34,0.0,0.0,NEGATIVE
anger,landlord,0.672229713252603,0.0,0.0,1.0,POSITIVE
anger,bloke,0.10211726051183699,0.0,0.0,1.0,NEGATIVE
anger,difficult,0.0997105204812721,-0.3612,1.0,0.0,NEGATIVE
anger,lump,0.38846154012195794,0.0,0.0,1.0,NEGATIVE
anger,plans,0.390852066089229,0.0,0.0,1.0,POSITIVE
anger,titans,0.672229713252603,0.0,0.0,1.0,POSITIVE
anger,sherlock,0.10077946767017698,0.0,0.0,1.0,POSITIVE
anger,statements,0.10077946767017698,0.0,0.0,1.0,POSITIVE
anger,eff,0.670393165445301,0.0,0.0,1.0,NEGATIVE
anger,hate,0.6700876471569189,-0.5719,0.9,0.0,NEGATIVE
anger,imaceleb,0.235992946477685,0.0,0.0,1.0,POSITIVE
anger,grounds,0.29048113176175394,0.0,0.0,1.0,POSITIVE
anger,sticker,0.10077946767017698,0.0,0.0,1.0,NEGATIVE
anger,intention,0.10077946767017698,0.0,0.0,1.0,POSITIVE
anger,struggling,0.10006236473517999,-0.4215,0.0,0.0,NEGATIVE
anger,allergic,0.23711591122230802,-0.296,0.0,0.0,NEGATIVE
anger,stereotype,0.667775362903222,-0.3182,0.0,1.0,NEGATIVE
anger,lint,0.667775362903222,0.0,0.0,1.0,NEGATIVE
anger,cuppa,0.10424567564666301,0.0,0.0,1.0,POSITIVE
anger,having,0.104508603405919,0.0,0.0,1.0,POSITIVE
anger,ungodly,0.667775362903222,0.0,0.0,0.0,NEGATIVE
anger,motives,0.44908616193839296,0.0,0.0,1.0,POSITIVE
anger,foot,0.104775476983559,0.0,0.0,1.0,POSITIVE
anger,suck,0.667775362903222,-0.4404,0.0,0.0,NEGATIVE
anger,processed,0.667775362903222,0.0,0.0,1.0,NEGATIVE
anger,brothers,0.10480788401588799,0.0,0.0,1.0,POSITIVE
anger,defined,0.667775362903222,0.0,0.0,2.0,POSITIVE
anger,knees,0.10499000020652101,0.0,0.0,1.0,NEGATIVE
anger,freinds,0.667775362903222,0.0,0.0,1.0,NEGATIVE
anger,unable,0.23467629059293804,0.0,0.5,0.0,NEGATIVE
anger,tipped,0.667775362903222,0.0,0.0,1.0,POSITIVE
anger,wanted,0.294935482111135,0.0,0.0,1.0,POSITIVE
anger,settings,0.667775362903222,0.0,0.0,1.0,POSITIVE
anger,protesting,0.667775362903222,-0.4215,0.0,1.0,NEGATIVE
anger,noooo,0.10549645754831599,0.0,0.0,1.0,NEGATIVE
anger,sprint,0.391927748098444,0.0,0.0,1.0,POSITIVE
anger,sadtweet,0.10586336270745,0.0,0.0,1.0,NEGATIVE
anger,psh,0.667775362903222,0.0,0.0,1.0,NEGATIVE
anger,cod,0.106359394463652,0.0,0.0,1.0,NEGATIVE
anger,fuq,0.667775362903222,0.0,0.0,1.0,NEGATIVE
anger,assumptions,0.667775362903222,0.0,0.0,1.0,NEGATIVE
anger,balls,0.10526521694143501,0.0,0.0,1.0,POSITIVE
anger,client,0.0995015122246851,0.0,0.0,1.0,POSITIVE
