,category,word,score,Compound,Subjectivity,Stanza,Flair,Valence,Arousal,Dominance,quadrant
1639,neg hp,flunk,--,-0.3182,0.0,1.0,NEGATIVE,0.10400000000000001,0.5479999999999999,0.17,2.0
1640,neg hp,flustered,--,-0.25,0.0,0.0,NEGATIVE,0.316,0.903,0.28300000000000003,2.0
1641,neg hp,flutter,--,0.0,0.0,1.0,NEGATIVE,0.479,0.5479999999999999,0.33,2.0
1642,neg hp,footwork,--,0.0,0.0,1.0,POSITIVE,0.44799999999999995,0.54,0.35200000000000004,2.0
1643,neg hp,fop,--,0.0,0.0,1.0,NEGATIVE,0.281,0.561,0.32799999999999996,2.0
1644,neg hp,forceps,--,0.0,0.0,1.0,POSITIVE,0.354,0.615,0.436,2.0
1645,neg hp,foreclosure,--,-0.128,0.0,1.0,NEGATIVE,0.16699999999999998,0.6509999999999999,0.5,2.0
1646,neg hp,foregone,--,0.0,0.0,1.0,NEGATIVE,0.271,0.5670000000000001,0.235,2.0
1647,neg hp,forked,--,0.0,0.0,1.0,NEGATIVE,0.33299999999999996,0.585,0.365,2.0
1648,neg hp,forking,--,0.0,0.0,1.0,POSITIVE,0.327,0.596,0.49,2.0
1649,neg hp,foxhole,--,0.0,0.0,1.0,NEGATIVE,0.312,0.539,0.389,2.0
1650,neg hp,fragmentary,--,0.0,0.0,0.0,NEGATIVE,0.43799999999999994,0.52,0.46399999999999997,2.0
1651,neg hp,freight,--,0.0,0.0,1.0,POSITIVE,0.41100000000000003,0.528,0.49,2.0
1652,neg hp,fretful,--,0.0,0.0,1.0,NEGATIVE,0.409,0.6890000000000001,0.364,2.0
1653,neg hp,frisk,--,0.0,0.0,1.0,NEGATIVE,0.49,0.547,0.377,2.0
1654,neg hp,froggy,--,0.0,0.0,1.0,NEGATIVE,0.5,0.56,0.425,2.0
1655,neg hp,galled,--,0.0,0.0,1.0,NEGATIVE,0.27,0.731,0.35600000000000004,2.0
1656,neg hp,gangland,--,0.0,0.0,1.0,NEGATIVE,0.402,0.607,0.405,2.0
1657,neg hp,gangrene,--,0.0,0.0,0.0,NEGATIVE,0.133,0.653,0.359,2.0
1658,neg hp,gangway,--,0.0,0.0,1.0,NEGATIVE,0.49,0.575,0.45,2.0
1659,neg hp,garbled,--,0.0,0.0,1.0,NEGATIVE,0.07400000000000001,0.72,0.27,2.0
1660,neg hp,gargle,--,0.0,0.0,1.0,NEGATIVE,0.41,0.594,0.336,2.0
1661,neg hp,gastric,--,0.0,0.0,0.0,NEGATIVE,0.327,0.5589999999999999,0.43,2.0
1662,neg hp,gelding,--,0.0,0.0,1.0,POSITIVE,0.39799999999999996,0.52,0.455,2.0
1663,neg hp,genital,--,0.0,0.0,1.0,POSITIVE,0.385,0.6940000000000001,0.45299999999999996,2.0
1664,neg hp,genitalia,--,0.0,0.0,1.0,POSITIVE,0.32299999999999995,0.667,0.5,2.0
1665,neg hp,ghoul,--,0.0,0.0,1.0,NEGATIVE,0.26,0.561,0.43,2.0
1666,neg hp,glaucoma,--,0.0,0.0,0.0,NEGATIVE,0.20800000000000002,0.5,0.315,2.0
1667,neg hp,glean,--,0.0,0.0,1.0,NEGATIVE,0.39799999999999996,0.531,0.5,2.0
1668,neg hp,glutton,--,0.0,0.0,1.0,POSITIVE,0.43799999999999994,0.519,0.384,2.0
1669,neg hp,goddamned,--,-0.4215,0.0,1.0,NEGATIVE,0.042,0.758,0.42,2.0
1670,neg hp,godforsaken,--,0.0,0.75,0.0,NEGATIVE,0.439,0.52,0.42200000000000004,2.0
1671,neg hp,gong,--,0.0,0.0,1.0,NEGATIVE,0.49,0.529,0.462,2.0
1672,neg hp,graft,--,0.0,0.0,1.0,NEGATIVE,0.41,0.528,0.42,2.0
1673,neg hp,grapple,--,0.0,0.0,1.0,POSITIVE,0.49,0.5770000000000001,0.48200000000000004,2.0
1674,neg hp,graver,--,-0.2732,0.0,1.0,NEGATIVE,0.102,0.622,0.45299999999999996,2.0
1675,neg hp,greaser,--,0.0,0.0,1.0,NEGATIVE,0.408,0.518,0.462,2.0
1676,neg hp,great disgust,--,0.0516,0.75,2.0,NEGATIVE,0.042,0.836,0.389,2.0
1677,neg hp,greatly negative,--,-0.6115,0.4,0.0,NEGATIVE,0.051,0.64,0.282,2.0
1678,neg hp,gripe,--,0.0,0.0,1.0,POSITIVE,0.184,0.526,0.24100000000000002,2.0
1679,neg hp,grouch,--,-0.4939,0.0,1.0,NEGATIVE,0.342,0.593,0.41100000000000003,2.0
1680,neg hp,grovel,--,0.0,0.0,1.0,NEGATIVE,0.36,0.5,0.414,2.0
1681,neg hp,grubby,--,0.0,0.0,1.0,NEGATIVE,0.156,0.583,0.17600000000000002,2.0
1682,neg hp,grudging,--,0.0,1.0,1.0,POSITIVE,0.092,0.636,0.473,2.0
1683,neg hp,grunt,--,0.0,0.0,1.0,NEGATIVE,0.28600000000000003,0.7979999999999999,0.392,2.0
1684,neg hp,gully,--,0.0,0.0,1.0,NEGATIVE,0.316,0.519,0.39399999999999996,2.0
1685,neg hp,gumption,--,0.0,0.0,1.0,POSITIVE,0.48,0.5379999999999999,0.488,2.0
1686,neg hp,gusher,--,0.0,0.0,1.0,POSITIVE,0.406,0.52,0.45299999999999996,2.0
1687,neg hp,guzzler,--,0.0,0.0,1.0,POSITIVE,0.39299999999999996,0.537,0.436,2.0
1688,neg hp,haggle,--,0.0,0.0,1.0,NEGATIVE,0.48,0.601,0.461,2.0
1689,neg hp,haphazard,--,0.0,0.8,1.0,NEGATIVE,0.469,0.53,0.324,2.0
1690,neg hp,harassment,--,-0.5423,0.0,0.0,NEGATIVE,0.083,0.8959999999999999,0.42,2.0
1691,neg hp,harebrained,--,0.0,0.0,1.0,NEGATIVE,0.29600000000000004,0.551,0.436,2.0
1692,neg hp,hatch,--,0.0,0.0,1.0,POSITIVE,0.479,0.653,0.402,2.0
1693,neg hp,hatchet,--,0.0,0.0,1.0,POSITIVE,0.33299999999999996,0.608,0.5,2.0
1694,neg hp,haywire,--,0.0,0.0,1.0,POSITIVE,0.358,0.545,0.43,2.0
1695,neg hp,headless,--,0.0,0.0,1.0,NEGATIVE,0.136,0.5820000000000001,0.235,2.0
1696,neg hp,headlong,--,0.0,0.0,1.0,NEGATIVE,0.354,0.5479999999999999,0.409,2.0
1697,neg hp,headstrong,--,0.0,0.0,1.0,NEGATIVE,0.31,0.7140000000000001,0.5,2.0
1698,neg hp,heart disease,--,0.0,0.0,1.0,NEGATIVE,0.25,0.75,0.386,2.0
1699,neg hp,heaviness,--,0.0,0.0,0.0,NEGATIVE,0.21899999999999997,0.5489999999999999,0.318,2.0
1700,neg hp,hellhole,--,0.0,0.0,0.0,NEGATIVE,0.2,0.615,0.42100000000000004,2.0
1701,neg hp,hematoma,--,0.0,0.0,0.0,NEGATIVE,0.146,0.6,0.39799999999999996,2.0
1702,neg hp,henhouse,--,0.0,0.0,1.0,POSITIVE,0.5,0.5770000000000001,0.414,2.0
1703,neg hp,hepatitis,--,0.0,0.0,0.0,NEGATIVE,0.055,0.596,0.358,2.0
1704,neg hp,heretical,--,0.0,0.0,1.0,NEGATIVE,0.22899999999999998,0.63,0.48700000000000004,2.0
1705,neg hp,hesitant,--,-0.25,0.0,1.0,NEGATIVE,0.33299999999999996,0.542,0.321,2.0
1706,neg hp,hesitating,--,-0.34,0.0,1.0,POSITIVE,0.265,0.528,0.24,2.0
1707,neg hp,hex,--,0.0,0.0,1.0,NEGATIVE,0.41,0.51,0.363,2.0
1708,neg hp,hiccup,--,0.0,0.0,1.0,NEGATIVE,0.271,0.5489999999999999,0.24,2.0
1709,neg hp,hind,--,0.0,0.0,1.0,NEGATIVE,0.483,0.644,0.337,2.0
1710,neg hp,hinder,--,0.0,0.0,1.0,NEGATIVE,0.276,0.537,0.47,2.0
1711,neg hp,hitchhike,--,0.0,0.0,1.0,POSITIVE,0.396,0.622,0.385,2.0
1712,neg hp,holler,--,0.0,0.0,1.0,POSITIVE,0.276,0.825,0.406,2.0
1713,neg hp,honky,--,0.0,0.0,1.0,POSITIVE,0.45799999999999996,0.632,0.425,2.0
1714,neg hp,hooch,--,0.0,0.0,1.0,NEGATIVE,0.429,0.5379999999999999,0.373,2.0
1715,neg hp,hoodlum,--,0.0,0.0,1.0,NEGATIVE,0.354,0.72,0.43200000000000005,2.0
1716,neg hp,hooky,--,0.0,0.0,1.0,NEGATIVE,0.46799999999999997,0.5,0.452,2.0
1717,neg hp,hooligan,--,-0.3612,0.0,1.0,NEGATIVE,0.295,0.7120000000000001,0.455,2.0
1718,neg hp,hooter,--,0.0,0.0,1.0,POSITIVE,0.47,0.615,0.455,2.0
1719,neg hp,horned,--,0.0,0.0,1.0,NEGATIVE,0.316,0.61,0.375,2.0
1720,neg hp,hornet,--,0.0,0.0,1.0,NEGATIVE,0.39799999999999996,0.594,0.5,2.0
1721,neg hp,horseradish,--,0.0,0.0,1.0,NEGATIVE,0.321,0.584,0.47600000000000003,2.0
1722,neg hp,huffy,--,0.0,0.0,1.0,NEGATIVE,0.42,0.616,0.375,2.0
1723,neg hp,humiliated,--,-0.34,0.0,0.0,NEGATIVE,0.10400000000000001,0.7120000000000001,0.21600000000000003,2.0
1724,neg hp,hunky,--,0.0,0.0,1.0,NEGATIVE,0.469,0.5710000000000001,0.43799999999999994,2.0
1725,neg hp,hurdle,--,0.0,0.0,1.0,NEGATIVE,0.198,0.682,0.434,2.0
1726,neg hp,hussy,--,0.0,0.0,1.0,NEGATIVE,0.21899999999999997,0.594,0.384,2.0
1727,neg hp,hustle,--,0.0,0.0,1.0,POSITIVE,0.406,0.6609999999999999,0.42700000000000005,2.0
1728,neg hp,hydroponics,--,0.0,0.0,1.0,POSITIVE,0.5,0.5489999999999999,0.5,2.0
1729,neg hp,hyena,--,0.0,0.0,1.0,NEGATIVE,0.396,0.7190000000000001,0.46399999999999997,2.0
1730,neg hp,hymen,--,0.0,0.0,1.0,POSITIVE,0.469,0.6509999999999999,0.457,2.0
1731,neg hp,hypertension,--,0.0,0.0,1.0,NEGATIVE,0.133,0.784,0.42700000000000005,2.0
1732,neg hp,hypochondriac,--,0.0,0.0,0.0,NEGATIVE,0.19399999999999998,0.588,0.33299999999999996,2.0
1733,neg hp,hypothermia,--,0.0,0.0,0.0,NEGATIVE,0.184,0.62,0.301,2.0
1734,neg hp,hysterectomy,--,0.0,0.0,0.0,NEGATIVE,0.17800000000000002,0.66,0.47,2.0
1735,neg hp,illegally,--,0.0,0.5,1.0,NEGATIVE,0.133,0.7879999999999999,0.402,2.0
1736,neg hp,imbalance,--,0.0,0.0,1.0,NEGATIVE,0.115,0.5379999999999999,0.264,2.0
1737,neg hp,imbecile,--,-0.4939,1.0,1.0,NEGATIVE,0.08199999999999999,0.569,0.26,2.0
1738,neg hp,immigration,--,0.0,0.0,1.0,POSITIVE,0.39,0.667,0.45399999999999996,2.0
1739,neg hp,impediment,--,0.0,0.0,1.0,NEGATIVE,0.163,0.6,0.409,2.0
1740,neg hp,imperfect,--,-0.3182,0.0,1.0,NEGATIVE,0.17300000000000001,0.527,0.20199999999999999,2.0
1741,neg hp,impersonator,--,0.0,0.0,1.0,NEGATIVE,0.469,0.586,0.406,2.0
1742,neg hp,impertinence,--,0.0,0.0,1.0,NEGATIVE,0.17,0.653,0.42,2.0
1743,neg hp,impertinent,--,0.0,0.0,1.0,NEGATIVE,0.21899999999999997,0.826,0.373,2.0
1744,neg hp,implicated,--,0.0,0.5,1.0,NEGATIVE,0.354,0.6729999999999999,0.43799999999999994,2.0
1745,neg hp,implied,--,0.0,0.0,1.0,NEGATIVE,0.327,0.53,0.48100000000000004,2.0
1746,neg hp,implore,--,0.0,0.0,1.0,NEGATIVE,0.396,0.65,0.377,2.0
1747,neg hp,impossibility,--,0.0,0.0,1.0,NEGATIVE,0.17,0.625,0.306,2.0
1748,neg hp,impostor,--,0.0,0.0,1.0,NEGATIVE,0.135,0.7040000000000001,0.442,2.0
1749,neg hp,improper,--,0.0,0.0,0.0,NEGATIVE,0.22899999999999998,0.52,0.259,2.0
1750,neg hp,impudence,--,0.0,0.0,1.0,NEGATIVE,0.214,0.5,0.47200000000000003,2.0
1751,neg hp,impudent,--,0.0,0.0,0.0,NEGATIVE,0.302,0.604,0.462,2.0
1752,neg hp,inadequateness,--,-0.4019,0.0,1.0,NEGATIVE,0.24,0.529,0.316,2.0
1753,neg hp,inbred,--,0.0,0.0,1.0,POSITIVE,0.397,0.52,0.473,2.0
1754,neg hp,incensed,--,-0.4588,0.0,1.0,NEGATIVE,0.33799999999999997,0.643,0.392,2.0
1755,neg hp,incidence,--,0.0,0.0,1.0,NEGATIVE,0.41700000000000004,0.527,0.429,2.0
1756,neg hp,incidental,--,0.0,0.0,1.0,POSITIVE,0.281,0.61,0.40399999999999997,2.0
1757,neg hp,incidentally,--,0.0,0.0,1.0,POSITIVE,0.479,0.5,0.5,2.0
1758,neg hp,incorrigible,--,0.0,0.0,0.0,NEGATIVE,0.13,0.667,0.5,2.0
1759,neg hp,incriminate,--,0.0,0.0,1.0,NEGATIVE,0.188,0.81,0.41600000000000004,2.0
1760,neg hp,incriminating,--,0.0,0.0,1.0,NEGATIVE,0.133,0.7879999999999999,0.5,2.0
1761,neg hp,indebted,--,0.0,0.0,1.0,POSITIVE,0.138,0.698,0.275,2.0
1762,neg hp,indentation,--,0.0,0.0,1.0,NEGATIVE,0.374,0.5,0.349,2.0
1763,neg hp,indigestion,--,0.0,0.0,0.0,NEGATIVE,0.204,0.61,0.182,2.0
1764,neg hp,indignity,--,0.0,0.0,1.0,NEGATIVE,0.16699999999999998,0.5,0.306,2.0
1765,neg hp,indiscreet,--,0.0,0.0,1.0,NEGATIVE,0.177,0.5870000000000001,0.342,2.0
1766,neg hp,indiscretion,--,0.0,0.0,1.0,NEGATIVE,0.265,0.637,0.39,2.0
1767,neg hp,indisposed,--,0.0,0.0,1.0,POSITIVE,0.122,0.519,0.20600000000000002,2.0
1768,neg hp,inflammatory,--,0.0,0.0,1.0,NEGATIVE,0.177,0.642,0.40399999999999997,2.0
1769,neg hp,inflate,--,0.0,0.0,1.0,NEGATIVE,0.305,0.569,0.462,2.0
1770,neg hp,inflection,--,0.0,0.0,1.0,NEGATIVE,0.385,0.635,0.377,2.0
1771,neg hp,ingrate,--,0.0,0.0,1.0,NEGATIVE,0.235,0.606,0.327,2.0
1772,neg hp,innuendo,--,0.0,0.0,0.0,NEGATIVE,0.467,0.67,0.46299999999999997,2.0
1773,neg hp,inordinate,--,0.0,0.0,0.0,POSITIVE,0.163,0.63,0.33,2.0
1774,neg hp,inquiring,--,0.0,0.0,1.0,POSITIVE,0.479,0.51,0.5,2.0
1775,neg hp,insecticide,--,0.0,0.0,1.0,NEGATIVE,0.188,0.598,0.43,2.0
1776,neg hp,insinuate,--,0.0,0.0,1.0,NEGATIVE,0.292,0.635,0.413,2.0
1777,neg hp,insolence,--,0.0,0.0,1.0,NEGATIVE,0.115,0.731,0.402,2.0
1778,neg hp,interfere,--,0.0,0.0,1.0,NEGATIVE,0.32299999999999995,0.7140000000000001,0.47100000000000003,2.0
1779,neg hp,intermittent,--,0.0,0.0,1.0,NEGATIVE,0.337,0.565,0.436,2.0
1780,neg hp,interruption,--,-0.3612,0.0,1.0,NEGATIVE,0.184,0.632,0.425,2.0
1781,neg hp,intervening,--,0.0,0.0,1.0,POSITIVE,0.39799999999999996,0.627,0.442,2.0
1782,neg hp,intimation,--,0.0,0.0,1.0,POSITIVE,0.406,0.6729999999999999,0.5,2.0
1783,neg hp,intimidated,--,-0.4404,0.0,0.0,NEGATIVE,0.177,0.6629999999999999,0.20800000000000002,2.0
1784,neg hp,intoxication,--,0.0,0.0,1.0,POSITIVE,0.32299999999999995,0.71,0.4,2.0
1785,neg hp,intravenous,--,0.0,0.0,1.0,POSITIVE,0.35700000000000004,0.5379999999999999,0.45799999999999996,2.0
1786,neg hp,intrude,--,0.0,0.0,1.0,NEGATIVE,0.057999999999999996,0.735,0.48,2.0
1787,neg hp,inundation,--,0.0,0.0,1.0,NEGATIVE,0.177,0.78,0.455,2.0
1788,neg hp,invidious,--,0.0,0.0,1.0,NEGATIVE,0.11199999999999999,0.65,0.364,2.0
1789,neg hp,irked,--,0.0,0.0,1.0,NEGATIVE,0.16399999999999998,0.7909999999999999,0.353,2.0
1790,neg hp,irregularly,--,0.0,0.0,1.0,NEGATIVE,0.292,0.565,0.397,2.0
1791,neg hp,itinerant,--,0.0,0.0,1.0,POSITIVE,0.449,0.545,0.439,2.0
1792,neg hp,jackal,--,0.0,0.0,1.0,NEGATIVE,0.33299999999999996,0.5820000000000001,0.436,2.0
1793,neg hp,jaded,--,-0.3818,0.0,0.0,NEGATIVE,0.255,0.56,0.4,2.0
1794,neg hp,jailbird,--,0.0,0.0,1.0,POSITIVE,0.24,0.5670000000000001,0.473,2.0
1795,neg hp,jailbreak,--,0.0,0.0,1.0,NEGATIVE,0.354,0.629,0.47100000000000003,2.0
1796,neg hp,jailhouse,--,0.0,0.0,1.0,NEGATIVE,0.10400000000000001,0.887,0.43,2.0
1797,neg hp,jammer,--,0.0,0.0,1.0,POSITIVE,0.41700000000000004,0.54,0.491,2.0
1798,neg hp,jarhead,--,0.0,0.0,1.0,NEGATIVE,0.408,0.53,0.46399999999999997,2.0
1799,neg hp,jeering,--,0.0,0.0,1.0,NEGATIVE,0.266,0.792,0.38,2.0
1800,neg hp,jerky,--,0.0,0.0,1.0,NEGATIVE,0.233,0.5379999999999999,0.358,2.0
1801,neg hp,jester,--,0.0,0.0,1.0,POSITIVE,0.38799999999999996,0.67,0.264,2.0
1802,neg hp,jinx,--,0.0,0.0,1.0,NEGATIVE,0.337,0.5820000000000001,0.373,2.0
1803,neg hp,jittery,--,0.0,0.0,0.0,NEGATIVE,0.344,0.856,0.255,2.0
1804,neg hp,jogger,--,0.0,0.0,1.0,POSITIVE,0.41700000000000004,0.51,0.424,2.0
1805,neg hp,jugular,--,0.0,0.0,1.0,NEGATIVE,0.271,0.573,0.426,2.0
1806,neg hp,jumbled,--,0.0,0.0,1.0,NEGATIVE,0.292,0.602,0.445,2.0
1807,neg hp,juncture,--,0.0,0.0,1.0,POSITIVE,0.365,0.5820000000000001,0.491,2.0
1808,neg hp,junket,--,0.0,0.0,1.0,NEGATIVE,0.49,0.519,0.386,2.0
1809,neg hp,junky,--,0.0,0.0,1.0,NEGATIVE,0.385,0.595,0.34299999999999997,2.0
1810,neg hp,juxtaposition,--,0.0,0.0,1.0,POSITIVE,0.42700000000000005,0.5,0.46,2.0
1811,neg hp,killjoy,--,-0.4767,0.0,0.0,POSITIVE,0.17800000000000002,0.55,0.324,2.0
1812,neg hp,kink,--,0.0,0.0,1.0,NEGATIVE,0.337,0.634,0.321,2.0
1813,neg hp,knick,--,0.0,0.0,1.0,NEGATIVE,0.48,0.509,0.42,2.0
1814,neg hp,knockoff,--,0.0,0.0,0.0,NEGATIVE,0.35,0.606,0.24,2.0
1815,neg hp,kooky,--,0.0,0.0,1.0,POSITIVE,0.418,0.5820000000000001,0.366,2.0
1816,neg hp,kraut,--,0.0,0.0,1.0,POSITIVE,0.38799999999999996,0.5,0.39,2.0
1817,neg hp,laceration,--,0.0,0.0,1.0,NEGATIVE,0.14300000000000002,0.667,0.44299999999999995,2.0
1818,neg hp,lackey,--,0.0,0.0,1.0,NEGATIVE,0.26,0.51,0.166,2.0
1819,neg hp,laryngitis,--,0.0,0.0,1.0,NEGATIVE,0.125,0.5,0.37,2.0
1820,neg hp,laughingstock,--,0.0,0.0,0.0,POSITIVE,0.42700000000000005,0.779,0.312,2.0
1821,neg hp,lawnmower,--,0.0,0.0,1.0,POSITIVE,0.48,0.531,0.355,2.0
1822,neg hp,layaway,--,0.0,0.0,1.0,POSITIVE,0.429,0.51,0.451,2.0
1823,neg hp,lecherous,--,0.0,0.0,0.0,NEGATIVE,0.135,0.7040000000000001,0.376,2.0
1824,neg hp,lees,--,0.0,0.0,1.0,POSITIVE,0.36,0.5670000000000001,0.406,2.0
1825,neg hp,lengthened,--,0.0,0.0,1.0,NEGATIVE,0.44799999999999995,0.53,0.474,2.0
1826,neg hp,leper,--,0.0,0.0,1.0,NEGATIVE,0.075,0.589,0.20600000000000002,2.0
1827,neg hp,lesbianism,--,0.0,0.0,1.0,NEGATIVE,0.327,0.725,0.44,2.0
1828,neg hp,lesion,--,0.0,0.0,1.0,NEGATIVE,0.24,0.623,0.361,2.0
1829,neg hp,libelous,--,-0.4767,0.0,1.0,NEGATIVE,0.125,0.735,0.436,2.0
1830,neg hp,lien,--,0.0,0.0,1.0,NEGATIVE,0.396,0.58,0.441,2.0
1831,neg hp,lifer,--,0.0,0.0,1.0,POSITIVE,0.42700000000000005,0.519,0.39799999999999996,2.0
1832,neg hp,lightheaded,--,0.0,0.0,1.0,NEGATIVE,0.34700000000000003,0.62,0.255,2.0
1833,neg hp,liposuction,--,0.0,0.0,1.0,NEGATIVE,0.292,0.684,0.46399999999999997,2.0
1834,neg hp,lobotomy,--,0.0,0.0,0.0,NEGATIVE,0.29600000000000004,0.598,0.402,2.0
1835,neg hp,loco,--,0.0,0.0,1.0,NEGATIVE,0.306,0.774,0.226,2.0
1836,neg hp,loophole,--,0.0,0.0,1.0,NEGATIVE,0.406,0.755,0.491,2.0
1837,neg hp,loopy,--,0.0,0.0,1.0,NEGATIVE,0.43799999999999994,0.52,0.195,2.0
1838,neg hp,lopsided,--,0.0,0.0,0.0,NEGATIVE,0.125,0.5,0.272,2.0
1839,neg hp,loudmouth,--,0.0,0.0,1.0,NEGATIVE,0.337,0.615,0.456,2.0
1840,neg hp,lymph,--,0.0,0.0,1.0,NEGATIVE,0.39799999999999996,0.51,0.39,2.0
1841,neg hp,lymphatic,--,0.0,0.0,1.0,NEGATIVE,0.38,0.509,0.47200000000000003,2.0
1842,neg hp,lymphoma,--,0.0,0.0,1.0,NEGATIVE,0.20800000000000002,0.645,0.33,2.0
1843,neg hp,machete,--,0.0,0.0,1.0,NEGATIVE,0.26,0.69,0.474,2.0
1844,neg hp,madhouse,--,0.0,0.0,1.0,POSITIVE,0.156,0.736,0.44,2.0
1845,neg hp,maim,--,0.0,0.0,0.0,NEGATIVE,0.133,0.7240000000000001,0.496,2.0
1846,neg hp,malarkey,--,0.0,0.0,1.0,NEGATIVE,0.396,0.5,0.465,2.0
1847,neg hp,malfunction,--,0.0,0.0,0.0,NEGATIVE,0.125,0.5770000000000001,0.22899999999999998,2.0
1848,neg hp,maligned,--,0.0,0.0,1.0,NEGATIVE,0.102,0.684,0.218,2.0
1849,neg hp,malleable,--,0.0,0.0,1.0,NEGATIVE,0.5,0.5,0.391,2.0
1850,neg hp,malnutrition,--,0.0,0.0,0.0,NEGATIVE,0.024,0.5920000000000001,0.27699999999999997,2.0
1851,neg hp,mangy,--,0.0,0.0,1.0,NEGATIVE,0.214,0.698,0.27,2.0
1852,neg hp,marginal,--,0.0,0.0,0.0,NEGATIVE,0.235,0.644,0.345,2.0
1853,neg hp,marred,--,0.0,0.0,0.0,NEGATIVE,0.18100000000000002,0.561,0.233,2.0
1854,neg hp,masochist,--,-0.4019,0.0,0.0,NEGATIVE,0.16399999999999998,0.784,0.353,2.0
1855,neg hp,masquerade,--,0.0,0.0,1.0,NEGATIVE,0.431,0.633,0.446,2.0
1856,neg hp,matted,--,0.0,0.0,1.0,NEGATIVE,0.281,0.519,0.39299999999999996,2.0
1857,neg hp,maverick,--,0.0,0.0,1.0,POSITIVE,0.354,0.6759999999999999,0.409,2.0
1858,neg hp,maze,--,0.0,0.0,1.0,NEGATIVE,0.43799999999999994,0.608,0.444,2.0
1859,neg hp,meanness,--,0.0,0.0,0.0,NEGATIVE,0.102,0.6940000000000001,0.368,2.0
1860,neg hp,meathead,--,0.0,0.0,1.0,POSITIVE,0.306,0.534,0.49,2.0
1861,neg hp,meddling,--,0.0,0.0,1.0,POSITIVE,0.245,0.6,0.461,2.0
1862,neg hp,melodramatic,--,0.0,0.0,1.0,NEGATIVE,0.235,0.6920000000000001,0.368,2.0
1863,neg hp,meningitis,--,0.0,0.0,0.0,NEGATIVE,0.10400000000000001,0.612,0.40700000000000003,2.0
1864,neg hp,menstrual,--,0.0,0.0,1.0,NEGATIVE,0.408,0.519,0.435,2.0
1865,neg hp,mescaline,--,0.0,0.0,1.0,POSITIVE,0.49,0.58,0.415,2.0
1866,neg hp,methadone,--,0.0,0.0,0.0,NEGATIVE,0.24,0.54,0.45299999999999996,2.0
1867,neg hp,miffed,--,0.0,0.0,0.0,NEGATIVE,0.204,0.726,0.429,2.0
1868,neg hp,migrate,--,0.0,0.0,1.0,NEGATIVE,0.415,0.58,0.45399999999999996,2.0
1869,neg hp,migratory,--,0.0,0.0,1.0,POSITIVE,0.44799999999999995,0.521,0.491,2.0
1870,neg hp,minstrel,--,0.0,0.0,1.0,POSITIVE,0.45799999999999996,0.541,0.397,2.0
1871,neg hp,minx,--,0.0,0.0,1.0,NEGATIVE,0.44799999999999995,0.519,0.40399999999999997,2.0
1872,neg hp,misappropriation,--,0.0,0.0,1.0,NEGATIVE,0.09699999999999999,0.831,0.5,2.0
1873,neg hp,misdemeanor,--,0.0,0.0,1.0,NEGATIVE,0.21,0.64,0.364,2.0
1874,neg hp,misdirection,--,0.0,0.0,1.0,NEGATIVE,0.131,0.71,0.281,2.0
1875,neg hp,miser,--,-0.4215,0.0,1.0,NEGATIVE,0.20800000000000002,0.633,0.311,2.0
1876,neg hp,misfit,--,0.0,0.0,1.0,NEGATIVE,0.17300000000000001,0.5,0.39299999999999996,2.0
1877,neg hp,misinformed,--,-0.3818,0.0,0.0,NEGATIVE,0.156,0.5670000000000001,0.25,2.0
1878,neg hp,misled,--,0.0,0.0,0.0,NEGATIVE,0.177,0.606,0.353,2.0
1879,neg hp,mismatched,--,0.0,0.0,1.0,NEGATIVE,0.25,0.557,0.302,2.0
1880,neg hp,misread,--,-0.2732,0.0,0.0,NEGATIVE,0.115,0.5579999999999999,0.315,2.0
1881,neg hp,mistreated,--,0.0,0.0,0.0,NEGATIVE,0.01,0.792,0.2,2.0
1882,neg hp,miter,--,0.0,0.0,1.0,NEGATIVE,0.45799999999999996,0.5,0.414,2.0
1883,neg hp,mitigation,--,0.0,0.0,1.0,NEGATIVE,0.44799999999999995,0.527,0.423,2.0
1884,neg hp,mitzvah,--,0.0,0.0,1.0,POSITIVE,0.42200000000000004,0.61,0.409,2.0
1885,neg hp,mocked,--,-0.3182,0.0,1.0,NEGATIVE,0.225,0.746,0.204,2.0
1886,neg hp,moderate disgust,--,-0.5994,0.7,1.0,NEGATIVE,0.22899999999999998,0.5579999999999999,0.381,2.0
1887,neg hp,moderate negative,--,-0.5719,0.55,0.0,NEGATIVE,0.177,0.5,0.306,2.0
1888,neg hp,molest,--,-0.4767,0.0,1.0,NEGATIVE,0.133,0.816,0.319,2.0
1889,neg hp,molester,--,-0.5106,0.0,1.0,NEGATIVE,0.14300000000000002,0.8109999999999999,0.478,2.0
1890,neg hp,moored,--,0.0,0.0,1.0,POSITIVE,0.344,0.5,0.41700000000000004,2.0
1891,neg hp,mooted,--,0.0,0.0,1.0,NEGATIVE,0.38799999999999996,0.58,0.46299999999999997,2.0
1892,neg hp,morbidness,--,0.0,0.0,1.0,NEGATIVE,0.12,0.6940000000000001,0.33899999999999997,2.0
1893,neg hp,morose,--,0.0,0.0,0.0,NEGATIVE,0.24,0.6629999999999999,0.264,2.0
1894,neg hp,morphism,--,0.0,0.0,1.0,POSITIVE,0.39799999999999996,0.5489999999999999,0.386,2.0
1895,neg hp,motherless,--,0.0,0.0,1.0,NEGATIVE,0.163,0.541,0.337,2.0
1896,neg hp,mousetrap,--,0.0,0.0,1.0,NEGATIVE,0.18,0.643,0.33,2.0
